She seemed awkward in her school uniform and cardigan sweater. 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T20:47:51-05:00
trepidation 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T20:59:17-05:00
Young, immature and wanting to fit in, I joked about Melinda just like my friends did. Funny that I had forgotten what it was like to be the new kid at school. The feelings of trepidation and aloneness. 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T20:59:22-05:00
staccato 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T20:59:43-05:00
In her own staccato way, she chatted freely about her favorite things, TV shows, and pets. 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T20:59:53-05:00
mortified 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:00:24-05:00
I was mortified. It was bad enough that I had to be seen taking her home, but now I had to walk to her house with her!  	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:00:26-05:00
Begrudgingly 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:01:06-05:00
Begrudgingly, I got out of the car, opened the door for Melinda, and walked to her front door. 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:01:12-05:00
stripped 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:01:47-05:00
I don’t think I’ll ever forget that moment. How it stripped away my selfish pride and made me see her sweetness. 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:01:55-05:00
mow 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:03:41-05:00
Forrest Gump was unapologetically who he was. No pretension. No posturing. No ego. He loved to mow his own grass. Even when he became successful, he still mowed his own lawn.  	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:03:43-05:00
doublespeak 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:04:48-05:00
Forrest Gump was always honest, whether people liked it or not. What you saw is what you got. No deception. No doublespeak. What a rare thing in this day and age.  	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:04:48-05:00
spandex 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:05:04-05:00
No honey, your bottom doesn’t look too big in that spandex outfit. 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:05:07-05:00
Grace 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:05:52-05:00
Grace in others has a way of doing that. It stays with you through the years.  	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:05:59-05:00
drudgery 	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:06:48-05:00
Because, as the poem so eloquently states: “With all its sham, drudgery and broken dreams, it is still a beautiful world.”  	I Think This Is What Life Should Be About - Personal Growth - Medium	https://medium.com/personal-growth/i-think-this-is-what-life-should-be-about-e9a064b4963a	2019-08-06T21:06:50-05:00
offence 	SuperMemo.com	https://www.supermemo.com/en/archives1990-2015/articles/20rules	2019-08-06T21:50:48-05:00
till, an amazing proportion of students commit the offence of learning without comprehension. 	SuperMemo.com	https://www.supermemo.com/en/archives1990-2015/articles/20rules	2019-08-06T21:50:53-05:00
deplorable 	SuperMemo.com	https://www.supermemo.com/en/archives1990-2015/articles/20rules	2019-08-06T21:51:05-05:00
The quality of many textbooks or lecture scripts is deplorable while examination deadlines are unmovable. 	SuperMemo.com	https://www.supermemo.com/en/archives1990-2015/articles/20rules	2019-08-06T21:51:08-05:00
designate 	dave yarwood · Taskwarrior, where have you been all my life?	https://blog.djy.io/taskwarrior-where-have-you-been-all-my-life/	2019-08-08T07:58:49-05:00
Watch what happens to my task when I designate it as part of the “home” project:   	dave yarwood · Taskwarrior, where have you been all my life?	https://blog.djy.io/taskwarrior-where-have-you-been-all-my-life/	2019-08-08T07:58:50-05:00
grueling 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:15:02-05:00
exhilarating 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:15:03-05:00
It’s a grueling, exhilarating pace. 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:15:05-05:00
granular 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:15:46-05:00
Personally I’ve found them to be too cumbersome and granular for me to use regularly. 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:15:49-05:00
pixelated 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:16:23-05:00
confidentiality 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:16:26-05:00
Sensitive text has been pixelated to protect confidentiality. 	The Essentialist’s Dashboard - Jordan Husney - Medium	https://medium.com/@jrhusney/the-essentialists-dashboard-84715bcf2585	2019-08-08T08:16:27-05:00
groking 	Towards a Vim-like Emacs	https://nathantypanski.com/blog/2014-08-03-a-vim-like-emacs-config.html	2019-08-08T09:39:58-05:00
It is also Elisp-focused, with no emphasis on the more modern customization features of Emacs that ultimately prevent new users from groking its internals.   	Towards a Vim-like Emacs	https://nathantypanski.com/blog/2014-08-03-a-vim-like-emacs-config.html	2019-08-08T09:40:01-05:00
warts 	Switching to Emacs: Becoming Evil	https://nathantypanski.com/blog/2014-07-02-switching-to-emacs.html	2019-08-08T09:44:59-05:00
But Vim has warts. Big, ugly warts.   	Switching to Emacs: Becoming Evil	https://nathantypanski.com/blog/2014-07-02-switching-to-emacs.html	2019-08-08T09:45:01-05:00
nasal 	Undefined behavior - Wikipedia	https://en.wikipedia.org/wiki/Undefined_behavior	2019-08-08T09:45:59-05:00
In the C community, undefined behavior may be humorously referred to as "nasal demons" 	Undefined behavior - Wikipedia	https://en.wikipedia.org/wiki/Undefined_behavior	2019-08-08T09:46:06-05:00
gig 	Systems and philosophy	https://nathantypanski.com/blog/2016-12-03-systems-and-philosophy.html	2019-08-08T10:10:08-05:00
Linux and open-source were my hobbies; I did them in my free time and studied computer engineering as my main gig. 	Systems and philosophy	https://nathantypanski.com/blog/2016-12-03-systems-and-philosophy.html	2019-08-08T10:10:12-05:00
reneged 	Systems and philosophy	https://nathantypanski.com/blog/2016-12-03-systems-and-philosophy.html	2019-08-08T10:23:16-05:00
I’ve reneged on my free software idealism, am slowly tending toward anti-customization, bought an iPhone, and am becoming complacent with my gradual absorption into the general tech monoculture. 	Systems and philosophy	https://nathantypanski.com/blog/2016-12-03-systems-and-philosophy.html	2019-08-08T10:23:22-05:00
monoculture 	Systems and philosophy	https://nathantypanski.com/blog/2016-12-03-systems-and-philosophy.html	2019-08-08T10:23:23-05:00
complacent  	Systems and philosophy	https://nathantypanski.com/blog/2016-12-03-systems-and-philosophy.html	2019-08-08T10:23:26-05:00
second 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:45:50-05:00
The first is a problem because the more you write, the less you’re able to remember exactly when you wrote something. The second exacerbates the first.   	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:45:53-05:00
succumb 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:46:25-05:00
Don’t succumb to this trap. Just write the dates. 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:46:28-05:00
jotting 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:47:54-05:00
The wider left margin is great for jotting down specific reference points and the right side for a more detailed explanation. 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:48:07-05:00
perforated 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:48:17-05:00
The downside to legal pads is they are designed to be abused. The pages are usually perforated and if you carry one around for long enough they will fall out. 	On Notetaking	https://nathantypanski.com/notetaking.html	2019-08-08T10:48:24-05:00
fter more than fifteen years using Vim, teaching Vim, proselytizing about Vim, all the while scoffing in the general direction of Emacs, I’ve seen the light. 	From Vim to Emacs in Fourteen Days	https://blog.aaronbieber.com/2015/05/24/from-vim-to-emacs-in-fourteen-days.html	2019-08-08T23:27:03-05:00
proselytizing 	From Vim to Emacs in Fourteen Days	https://blog.aaronbieber.com/2015/05/24/from-vim-to-emacs-in-fourteen-days.html	2019-08-08T23:27:05-05:00
intermingled 	Organizing Notes With Refile	https://blog.aaronbieber.com/2017/03/19/organizing-notes-with-refile.html	2019-08-08T23:44:12-05:00
This resulted in a pretty haphazard list of rough ideas and specific tasks intermingled. 	Organizing Notes With Refile	https://blog.aaronbieber.com/2017/03/19/organizing-notes-with-refile.html	2019-08-08T23:44:18-05:00
When angry, count to 10 before you speak. If very angry, a hundred.  	The Mistakes I Made As a Beginner Programmer - jsComplete EdgeCoders - Medium	https://medium.com/edge-coders/the-mistakes-i-made-as-a-beginner-programmer-ac8b3e54c312	2019-08-09T00:26:36-05:00
If you can only focus on one aspect of the code that you write, it should be its readability. 	The Mistakes I Made As a Beginner Programmer - jsComplete EdgeCoders - Medium	https://medium.com/edge-coders/the-mistakes-i-made-as-a-beginner-programmer-ac8b3e54c312	2019-08-09T00:27:44-05:00
If you can only focus on one aspect of the code that you write, it should be its readability. Unclear code is trash. It is not even recyclable.  	The Mistakes I Made As a Beginner Programmer - jsComplete EdgeCoders - Medium	https://medium.com/edge-coders/the-mistakes-i-made-as-a-beginner-programmer-ac8b3e54c312	2019-08-09T00:27:57-05:00
Always code as if the guy who ends up maintaining your code will be a violent psychopath who knows where you live.  	The Mistakes I Made As a Beginner Programmer - jsComplete EdgeCoders - Medium	https://medium.com/edge-coders/the-mistakes-i-made-as-a-beginner-programmer-ac8b3e54c312	2019-08-09T00:28:11-05:00
Growth for the sake of growth is the ideology of the cancer cell.  	The Mistakes I Made As a Beginner Programmer - jsComplete EdgeCoders - Medium	https://medium.com/edge-coders/the-mistakes-i-made-as-a-beginner-programmer-ac8b3e54c312	2019-08-09T00:33:45-05:00
opinionated 	Beliefs	https://mwfogleman.com/beliefs.html	2019-08-10T07:33:59-05:00
Humans are opinionated beings, and I am no exception. 	Beliefs	https://mwfogleman.com/beliefs.html	2019-08-10T07:34:05-05:00
polyamorous 	Beliefs	https://mwfogleman.com/beliefs.html	2019-08-10T07:35:05-05:00
I am currently in a polyamorous relationship. Polyamory gives me and my partners the option and freedom to seek joy with multiple partners. 	Beliefs	https://mwfogleman.com/beliefs.html	2019-08-10T07:35:10-05:00
I don’t think so. There are three absolutely critical things you cannot do unless you break out your areas of responsibility into clearly articulated projects.   	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:47:04-05:00
dichotomy 	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:47:34-05:00
What is the right mix of short-term to long-term projects (or research vs. production, or planning vs. execution, or analysis vs. synthesis, or any other dichotomy)?  	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:47:35-05:00
There are three absolutely critical things you cannot do unless you break out your areas of responsibility into clearly articulated projects. 	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:49:34-05:00
You can easily see how failing to make this distinction leads to common frustrations: if you have a project that you think is an area (for example, the book I’ve been “writing” for a couple years now, that feels like a never-ending part of my life), it will tend to continue indefinitely. 	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:50:46-05:00
The bottom line here is, define your projects, or they will define you. 	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:51:15-05:00
The first principle is that it uses the number 4 as a guidepost. The entire hierarchy is four categories wide (projects, areas, resources, archives), and no more than four levels deep (using Evernote as an example, the levels would be: application > stacks > notebooks > notes).   	The PARA Method: A Universal System for Organizing Digital Information | Praxis	https://praxis.fortelabs.co/the-p-a-r-a-method-a-universal-system-for-organizing-digital-information-75a9da8bfb37/	2019-08-10T08:53:17-05:00
monolithic 	What Makes Building a Second Brain Different | Praxis	https://praxis.fortelabs.co/what-makes-building-a-second-brain-different/	2019-08-10T09:30:18-05:00
2. This isn’t a monolithic system that you have to implement perfectly to get any value from  	What Makes Building a Second Brain Different | Praxis	https://praxis.fortelabs.co/what-makes-building-a-second-brain-different/	2019-08-10T09:30:19-05:00
hectic 	Visualizing the Theory of Constraints with Mini Metro | Praxis	https://praxis.fortelabs.co/visualizing-the-theory-of-constraints-with-mini-metro/	2019-08-10T09:44:44-05:00
Alex the Plant Manager has returned home from a hectic day at the factory. 	Visualizing the Theory of Constraints with Mini Metro | Praxis	https://praxis.fortelabs.co/visualizing-the-theory-of-constraints-with-mini-metro/	2019-08-10T09:44:49-05:00
The clean, minimalist game promises to be a nice reprieve from his overwhelming day.   	Visualizing the Theory of Constraints with Mini Metro | Praxis	https://praxis.fortelabs.co/visualizing-the-theory-of-constraints-with-mini-metro/	2019-08-10T09:45:01-05:00
reprieve 	Visualizing the Theory of Constraints with Mini Metro | Praxis	https://praxis.fortelabs.co/visualizing-the-theory-of-constraints-with-mini-metro/	2019-08-10T09:45:03-05:00
exhilarating 	Why I’m Leaving Medium | Praxis	https://praxis.fortelabs.co/why-im-leaving-medium/	2019-08-10T09:55:21-05:00
It is exhilarating as a casual blogger to see hundreds or thousands of people reading what you’ve written. 	Why I’m Leaving Medium | Praxis	https://praxis.fortelabs.co/why-im-leaving-medium/	2019-08-10T09:55:25-05:00
profanity 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:34:53-05:00
lapse 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:34:56-05:00
For one thing, I lapse occasionally into coarseness and profanity here, so it wasn't appropriate for an official-ish Amazon publication. 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:35:05-05:00
sentient 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:38:42-05:00
C++ is the dumbest language on earth, in the very real sense of being the least sentient.  	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:38:45-05:00
C++ is dumb, and you can't write smart systems in a dumb language. Languages shape the world. Dumb languages make for dumb worlds. 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:39:46-05:00
Stuff takes forever to do around here. An Amazon engineer once described our code base as "a huge mountain of poop, the biggest mountain you've ever seen, and your job is to crawl into the very center of it, every time you need to fix something."   	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:41:11-05:00
pastures 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:41:27-05:00
That was four years ago, folks. That engineer has moved on to greener pastures. Too bad; he was really good.  It's all C++'s fault. Don't argue. It is. We're using the dumbest language in the world. That's kind of meta-dumb, don't you think? 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:41:30-05:00
Heresy 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:42:02-05:00
I know, this is Heresy, with a capital-'H'. Whatever. I loved C++ in college, because it's all I knew. When I heard that my languages prof, Craig Chambers, absolutely detested C++, I thought: "Why? I like it just fine." And when I heard that the inventor of STL was on record as saying he hated OOP, I thought he was cracked. How could anyone hate OOP, especially the inventor of STL? 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:42:18-05:00
Familiarity breeds contempt in most cases, but not with computer languages. You have to become an expert with a better language before you can start to have contempt for the one you're most familiar with.   	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:42:35-05:00
They all used Emacs, of course. Hell, Eric Benson was one of the authors of XEmacs1. All of the greatest engineers in the world use Emacs. The world-changer types. Not the great gal in the cube next to you. Not Fred, the amazing guy down the hall. I'm talking about the greatest software developers of our profession, the ones who changed the face of the industry. The James Goslings, the Donald Knuths, the Paul Grahams2, the Jamie Zawinskis, the Eric Bensons. Real engineers use Emacs. You have to be way smart to use it well, and it makes you incredibly powerful if you can master it. Go look over Paul Nordstrom's shoulder while he works sometime, if you don't believe me. It's a real eye-opener for someone who's used Visual Blub .NET-like IDEs their whole career. 	tour-de-babel - steveyegge2	https://sites.google.com/site/steveyegge2/tour-de-babel	2019-08-10T20:44:38-05:00
profusely 	How to Be a Good Friend (And Signs to Avoid Being a Bad One) - Self Stairway	https://www.selfstairway.com/how-to-be-a-good-friend/	2019-08-12T07:28:29-05:00
You know what? Right now you should be sweating profusely, pacing the floor, and asking yourself whether or not you know how to be a good friend.   	How to Be a Good Friend (And Signs to Avoid Being a Bad One) - Self Stairway	https://www.selfstairway.com/how-to-be-a-good-friend/	2019-08-12T07:28:30-05:00
exacerbating 	The Digital Productivity Pyramid | Praxis	https://praxis.fortelabs.co/the-digital-productivity-pyramid/	2019-08-12T09:07:15-05:00
he shiny new thing introduces novelty that seems to help for a short time. But it soon becomes just another layer of complexity, exacerbating the original problem. 	The Digital Productivity Pyramid | Praxis	https://praxis.fortelabs.co/the-digital-productivity-pyramid/	2019-08-12T09:07:17-05:00
The shiny new thing introduces novelty that seems to help for a short time. But it soon becomes just another layer of complexity, exacerbating the original problem. 	The Digital Productivity Pyramid | Praxis	https://praxis.fortelabs.co/the-digital-productivity-pyramid/	2019-08-12T09:07:21-05:00
regurgitate 	The Digital Productivity Pyramid | Praxis	https://praxis.fortelabs.co/the-digital-productivity-pyramid/	2019-08-12T09:16:41-05:00
As working professionals, we don’t have time to consume a body of knowledge upfront and then regurgitate it for a test, as in school. 	The Digital Productivity Pyramid | Praxis	https://praxis.fortelabs.co/the-digital-productivity-pyramid/	2019-08-12T09:16:48-05:00
 	Org Glossary: An Explanation of Basic Org-Mode Concepts	https://orgmode.org/worg/org-glossary.html	2019-08-12T14:59:26-05:00
jot 	Outlining Your Notes with Org –	https://sachachua.com/blog/2008/01/outlining-your-notes-with-org/	2019-08-12T19:41:50-05:00
Other times, you may want to jot quick ideas and then organize them into groups that make sense. 	Outlining Your Notes with Org –	https://sachachua.com/blog/2008/01/outlining-your-notes-with-org/	2019-08-12T19:42:01-05:00
infuriate 	I'd Rather Be Reading – Modern Mrs. Darcy	https://modernmrsdarcy.com/id-rather-be-reading/	2019-08-13T08:44:51-05:00
For so many of us, reading isn’t just a hobby or a way to pass the time—it’s a lifestyle. Our books shape us, define us, enchant us, and even sometimes infuriate us. 	I'd Rather Be Reading – Modern Mrs. Darcy	https://modernmrsdarcy.com/id-rather-be-reading/	2019-08-13T08:44:54-05:00
way back when 	Emacs #1: Ditching a bunch of stuff and moving to Emacs and org-mode | The Changelog	https://changelog.complete.org/archives/9861-emacs-1-ditching-a-bunch-of-stuff-and-moving-to-emacs-and-org-mode	2019-08-13T14:33:39-05:00
